path,path_normalized,filename,file_modified_time,file_added_time,file_size,file_hash,sampleRate,nChannels,domain,product,offset,length,lengthMs,centroid,loudness,peak,druminess,lateTransient,coord_x,coord_y,coord_z,coord_w,category,star,unsupported,format
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland Juno106 Typhoon/TYPHOON6.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland Juno106 Typhoon/TYPHOON6.wav,TYPHOON6.wav,1223725382,1623679739,21608,ba47d237b94a5ed7c5fefc44b506c30f,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,10782,244.49,0.614422,-10.3214,0.997986,0.881048,0.0,0.461125,0.173644,-0.063111,0.14519,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - MuteTr.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - MuteTr.wav,MaxV - MuteTr.wav,1223725382,1623679739,8410,7dcf6ce0930d17af63c364bffd6b6e0c,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,4183,94.8526,0.827278,-14.0984,0.33139,0.994081,0.0,0.882232,0.185652,0.0365968,0.0510804,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Hardsd1.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Hardsd1.wav,MaxV - Hardsd1.wav,1223725384,1623679740,24724,e1f1727538fb37777cfda8cba77525f9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,12340,279.819,0.614849,-12.4233,0.436096,0.96221,0.0,0.568611,0.509819,0.0208672,-0.0661048,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JX3P/MaxV - SWIL-JX4.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JX3P/MaxV - SWIL-JX4.wav,MaxV - SWIL-JX4.wav,1223725384,1623679739,395020,530a6a4fb69b6413285da307744bf3dc,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,197488,4478.19,0.612461,-3.92431,0.791107,0.863965,0.0212278,0.776787,0.712606,0.0118211,-0.0105322,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland D-10 L.A/la-bd1.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland D-10 L.A/la-bd1.wav,la-bd1.wav,1223725380,1623679738,8028,c1dd13b4424c41633006189c525e04ed,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,3992,90.5215,0.210688,-5.89236,0.999969,0.992979,0.0,0.151072,0.231486,0.0334679,0.0238506,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - LoBlock.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - LoBlock.wav,MaxV - LoBlock.wav,1223725382,1623679739,24540,d20859d9039dd8a8fdba253d6562ad57,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,12248,277.732,0.606819,-21.0731,0.287506,0.767672,0.0,0.495118,0.136079,-0.0289845,0.00272297,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - Lo.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - Lo.wav,MaxV - Lo.wav,1223725382,1623679739,44732,8645b2502a539c453c28dfe6c356a96b,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,128,22344,506.667,0.747785,-13.3596,0.486267,0.796119,0.0,0.912612,0.336787,0.0407153,0.0240097,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 027.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 027.wav,JD800 Internal Drums 027.wav,1223725382,1623679739,36566,ae5e70dc982f078ae72fff53bd054f2a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,18261,414.082,0.690639,-4.88577,0.999969,0.96914,0.0,0.681724,0.503939,0.0147202,-0.0184253,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland CompuRhythm-78/Sample21.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland CompuRhythm-78/Sample21.wav,Sample21.wav,1223725378,1623679738,5198,f15cb3e2e8fc59c87e7d144317a3a950,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2577,58.4354,0.811302,-22.1538,0.114441,0.765388,0.0,0.953283,0.180776,0.0821144,0.0407886,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - Crash3.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - Crash3.wav,MaxV - Crash3.wav,1223725382,1623679739,205808,85f7ef285e01d82d3d6d74a6cf3bd0a9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,192,102882,2332.93,0.836418,-9.88996,0.324951,0.75553,0.0,0.845049,0.708076,0.05078,-0.0150657,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiC 023.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiC 023.wav,QuasiC 023.wav,1223725378,1623679738,48290,246b074a08af21d4a291a689881a302f,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,24123,547.007,0.626394,-0.825587,0.999969,0.972892,0.00275491,0.674382,0.348104,-0.052991,0.0203518,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 022.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 022.wav,JD800 Internal Drums 022.wav,1223725382,1623679739,103880,e05b301cf64e58b094b92d4606d396fd,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,51918,1177.28,0.513302,-5.29281,0.871216,0.108405,0.00576831,0.598425,0.705542,0.0438412,-0.0311295,FX,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - ShortGuiro.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - ShortGuiro.wav,MaxV - ShortGuiro.wav,1223725382,1623679739,23766,1ddf8027b1bc0f4dc259aa887e87e598,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,11861,268.957,0.715091,-24.6761,0.170837,0.994084,0.0,0.853624,0.362571,-0.00104185,0.010171,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland CR-1000/MaxV - DR 1010.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland CR-1000/MaxV - DR 1010.wav,MaxV - DR 1010.wav,1223725378,1623679738,29986,e8c140504db55a79a85822e9a1b2d233,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,14971,339.478,0.266544,-7.46251,0.875946,0.622,0.0,0.428746,0.554759,0.0319188,0.0189222,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland DDR30/MaxV - DR 16.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland DDR30/MaxV - DR 16.wav,MaxV - DR 16.wav,1223725380,1623679739,27492,1c37b1a110b7c2aebf6883b710869aae,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,13724,311.202,0.596535,-7.73759,0.850037,0.995555,0.0,0.566207,0.336834,-0.0291421,-0.000560742,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - 626shake.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - 626shake.wav,MaxV - 626shake.wav,1223725384,1623679740,15646,5733a198645cfb9a1cd03159bcc84019,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,7801,176.893,0.874564,-15.022,0.315308,0.940032,0.0,0.88863,0.265286,0.0391176,0.0385219,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - China Crash.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - China Crash.wav,MaxV - China Crash.wav,1223725382,1623679739,166500,eeddbbac62c183f9f359e5c61ac400b2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,128,83228,1887.26,0.767819,-11.9637,0.348755,0.834204,0.0,0.829267,0.688362,0.0507245,-0.0157956,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - BD2.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - BD2.wav,MaxV - BD2.wav,1223725382,1623679739,27696,476a1ba2d6e1942a77e4777ca6e3f913,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,128,13826,313.515,0.315371,-16.117,0.35141,0.980832,0.0,0.186592,0.313287,-0.00158113,-0.0153919,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - BD1.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - BD1.wav,MaxV - BD1.wav,1223725382,1623679739,31210,e0b2bc9ce9894f07f47599e71f17d00d,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,15583,353.356,0.37399,-17.1168,0.341095,0.986671,0.0,0.252772,0.319583,0.0403265,0.019081,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - 062.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - 062.wav,MaxV - 062.wav,1223725382,1623679739,17228,746cb548f7707dfe9e049d170f615990,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,8592,194.83,0.594542,-14.0884,0.444702,0.985816,0.0,0.575416,0.270067,0.132115,-0.0631741,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - 061.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - 061.wav,MaxV - 061.wav,1223725382,1623679739,32602,1e47cc61df5ea87db38289fda1be03cf,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,16279,369.138,0.524549,-14.4956,0.806274,0.976767,0.0,0.477469,0.28012,-0.0413664,0.014908,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - 060.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JV 1080/MaxV - 060.wav,MaxV - 060.wav,1223725382,1623679739,14812,43a4fc81c127785183d78251e1a245b9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,7384,167.438,0.777761,-14.0533,0.366699,0.995111,0.0,0.7098,0.253317,0.150664,0.0321242,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland R-5/R-5 Open Hihat.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland R-5/R-5 Open Hihat.wav,R-5 Open Hihat.wav,1223725386,1623679740,89100,f2ad52652a3966ff66bab28b8b451d2a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,44528,1009.71,0.808668,-4.28744,0.97525,0.860195,0.0,0.862663,0.654445,0.0555518,-0.0221644,HHO,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 009.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 009.wav,QuasiB 009.wav,1223725376,1623679738,40888,8daef3fecaa69931ec32d424c9a8358e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,20422,463.084,0.637713,-4.45877,1.0,0.98054,0.0,0.66493,0.458021,-0.0243343,0.0625651,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 033.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 033.wav,QuasiB 033.wav,1223725378,1623679738,71566,6987e2aaa8d10cbf7ca457849cd86c23,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,35761,810.907,0.589694,-9.08199,0.999969,0.978482,0.0,0.408151,0.423094,0.191339,-0.026288,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 127.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 127.wav,QuasiB 127.wav,1223725378,1623679738,3358,54670b76231b6b9e921bf550510117c5,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,1657,37.5737,0.145361,-20.4419,0.999939,0.975454,0.0,0.0912739,0.245773,0.0944145,0.0261886,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiA 003.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiA 003.wav,QuasiA 003.wav,1223725376,1623679737,226584,be2b102beacff28df7ac39342a65b3ef,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,113270,2568.48,0.449067,-3.55362,1.0,0.419112,0.0,0.208976,0.542184,0.00528431,0.11318,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 101.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Quasimidi 309/QuasiB 101.wav,QuasiB 101.wav,1223725378,1623679738,73876,6bd8a3a08a10e0c3e7bfd590ba6da250,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,36916,837.098,0.238917,-7.31128,0.999969,0.545291,0.0,0.390177,0.535423,-0.00489356,0.179564,Tom,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Hittamb.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Hittamb.wav,MaxV - Hittamb.wav,1223725384,1623679740,12362,93b03292da11383a2308ca5247efdcc8,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6159,139.66,0.938697,-10.5886,0.427643,0.520951,0.0,0.9678,0.398358,0.0722596,0.0226216,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD-990/MaxV - AGOGO_BL.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD-990/MaxV - AGOGO_BL.wav,MaxV - AGOGO_BL.wav,1223725380,1623679739,56488,318804f17e8a4bb3152eb4682aeb5323,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,28222,639.955,0.785739,-7.19326,0.999969,0.953163,0.0,0.955857,0.483757,-0.00611757,0.0074461,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC09/MC09 HatC_07.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC09/MC09 HatC_07.wav,MC09 HatC_07.wav,1223725384,1623679739,12980,7618fb0dadd8690cd9d4dc8b17dde5ab,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6468,146.667,0.840172,-4.64994,0.985352,0.991669,0.0,0.888843,0.183826,0.0611489,0.0358262,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 046.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 046.wav,JD800 Internal Drums 046.wav,1223725382,1623679739,5100,567826182baf031a7328b7d4953a8d67,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2528,57.3243,0.787201,-9.75721,0.961884,0.96231,0.0,0.806234,0.0818686,0.0117779,0.0538143,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 045.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 045.wav,JD800 Internal Drums 045.wav,1223725382,1623679739,14876,3a1bd3c9123699b9efeffc71aeee3bab,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,7416,168.163,0.662339,-6.01332,0.999969,0.0946152,0.0,0.515954,0.174982,-0.026653,0.0421238,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Cavebd2.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Cavebd2.wav,MaxV - Cavebd2.wav,1223725384,1623679740,37694,2ed0029a35aab2b26e20a5831c960108,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,18825,426.871,0.086898,-10.6558,0.818634,0.864286,0.0,0.101877,0.562573,0.0802405,0.0139936,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 043.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 043.wav,JD800 Internal Drums 043.wav,1223725382,1623679739,28712,2589e7b2d1f30d3e1436ff2990fa46c1,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,14334,325.034,0.227586,-7.97644,0.998077,0.972556,0.0,0.310505,0.443597,-0.00585127,-0.0138922,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Brushswi.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Brushswi.wav,MaxV - Brushswi.wav,1223725384,1623679740,124362,4d2ad97ea0d2879c98215d62799c3f7e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,1,62159,1409.5,0.861088,-15.7213,0.560333,0.942655,0.0,0.89008,0.662233,0.0774346,-0.0185133,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland R-5/R-5 Timbale.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland R-5/R-5 Timbale.wav,R-5 Timbale.wav,1223725386,1623679740,50428,0191a4f021dd99246bdc5083677bfcb7,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,25192,571.247,0.554545,-9.6681,0.993011,0.955861,0.0,0.53607,0.425371,-0.0335674,0.0189782,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 040.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 040.wav,JD800 Internal Drums 040.wav,1223725382,1623679739,4218,012869bc6c92a678061d1daa8b5b17bc,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2087,47.3243,0.564918,-10.7561,1.0,0.248088,0.0,0.480975,0.0894894,-0.0316789,0.0618453,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Hypersd2.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Hypersd2.wav,MaxV - Hypersd2.wav,1223725384,1623679740,33356,e8c3ed32575d273d05ac80a48cc274c9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,16656,377.687,0.640297,-9.75561,0.592072,0.970352,0.0,0.595992,0.547515,0.0199642,-0.0603255,Snare,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Shaker.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland MC303/MaxV - Shaker.wav,MaxV - Shaker.wav,1223725386,1623679740,3206,1bb0e92764834eef0927771c2b243976,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,1581,35.8503,0.921277,-18.516,0.230103,0.978378,0.0,0.856491,0.100972,0.0655733,0.0799366,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 037.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 037.wav,JD800 Internal Drums 037.wav,1223725382,1623679739,37976,d4e93afac8afb83ff419b99e1128e234,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,18966,430.068,0.782962,-3.49479,1.0,0.498387,0.0,0.901945,0.373162,0.0726902,0.0649453,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD-990/MaxV - SM_METAL.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD-990/MaxV - SM_METAL.wav,MaxV - SM_METAL.wav,1223725382,1623679739,17832,329a1b16d736dd4e93114ab233425a71,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,8894,201.678,0.809725,-11.8605,0.896301,0.913443,0.0,0.798675,0.28959,0.0450213,-0.00674409,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 036.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 036.wav,JD800 Internal Drums 036.wav,1223725382,1623679739,27818,97c3ad8684a9a34a01c8a0c1f81b53f9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,13887,314.898,0.727582,-4.38948,0.999969,0.675134,0.00893388,0.7898,0.336036,-0.00978686,0.125167,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland D-10 L.A/la-hiago.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland D-10 L.A/la-hiago.wav,la-hiago.wav,1223725380,1623679738,9908,6620a68a6f35c62009d3f41cd3b5348b,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,4932,111.837,0.682712,-8.46001,0.870331,0.378662,0.0,0.696748,0.0957043,0.0254539,0.012917,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland D-70/MaxV - K-1.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland D-70/MaxV - K-1.wav,MaxV - K-1.wav,1223725380,1623679739,40240,aa8ec11d654e86d8229dae43ea65c17a,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,20098,455.737,0.263112,-14.2578,0.674866,0.994904,0.0,0.285461,0.519989,-0.00836657,-0.0418409,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland PB-300 Rhythm Plus/MaxV - Kick2.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland PB-300 Rhythm Plus/MaxV - Kick2.wav,MaxV - Kick2.wav,1223725386,1623679740,28916,79e5df618e1abb8a4117e0e6de43e982,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,14436,327.347,0.22049,-14.2143,0.652557,0.993756,0.0,0.122582,0.341052,-0.0291759,-0.0427219,Kick,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland R-5/R-5 Cabasa.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland R-5/R-5 Cabasa.wav,R-5 Cabasa.wav,1223725386,1623679740,13096,3543d72224a48f332a855036b430f6b9,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,6526,147.982,0.828085,-3.11971,1.0,0.944731,0.0,0.898251,0.289308,0.0310618,0.0438767,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 033.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 033.wav,JD800 Internal Drums 033.wav,1223725382,1623679739,236672,955401644dc3a134d29902f5db61407d,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,118314,2682.86,0.624752,-3.68794,0.999603,0.0411106,0.0137438,0.61032,0.868517,0.0486598,-0.040306,FX,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland CR-8000/CR8000Clap.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland CR-8000/CR8000Clap.wav,CR8000Clap.wav,1223725380,1623679738,27286,c3ffd0ec5429f485007f6bb49974b238,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,13621,308.866,0.708034,-6.14239,0.952576,0.961372,0.0,0.684494,0.429132,-0.0142959,0.032515,Clap,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 032.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 032.wav,JD800 Internal Drums 032.wav,1223725382,1623679739,195166,cb69ffc4a6565f194c5936c2c29dab7e,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,97561,2212.27,0.800988,-9.21238,0.969055,0.752514,0.0103211,0.801152,0.708399,0.0524549,-0.000536337,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 031.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 031.wav,JD800 Internal Drums 031.wav,1223725382,1623679739,242762,544e65e988a10aac0cd75233056fa170,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,121359,2751.9,0.913752,-5.01061,1.0,0.73011,0.0244326,0.897846,0.732079,0.055995,-0.0138829,Cymbal,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 030.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 030.wav,JD800 Internal Drums 030.wav,1223725382,1623679739,26964,c25f6396160fe3c4c970d4dbec21c157,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,13460,305.215,0.92633,-2.41188,1.0,0.178433,0.0,0.958203,0.472256,0.0595116,-0.00499076,Perc,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 029.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 029.wav,JD800 Internal Drums 029.wav,1223725382,1623679739,4458,3f645fc428c019a9b39afb250caea9e2,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,2207,50.0454,0.783889,-8.62131,0.977417,0.961933,0.0,0.67466,0.0628949,0.00105078,0.0626309,HHC,0,,wav
/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 028.wav,/Users/nicolas.jonason/XLN/oneshotexploration/data/200 drum machines/Roland JD800/JD800 Internal Drums 028.wav,JD800 Internal Drums 028.wav,1223725382,1623679739,38696,0e2ff35bb51726329276aaa930ade717,44100,1,3283ec56a381360bb0e399f2e52c1c9d,,0,19326,438.231,0.616857,-8.81442,0.98996,0.917618,0.00481311,0.749131,0.106689,0.0499588,0.0452578,HHC,0,,wav
